LB,AC,FM,UC,DL,DS,DP,NSP
148,0.004906892,0.004895689,0.004906892,0.038456892,0.006756892,0.003856892,87
147,0.008988992,0.003956892,0.003956892,0.004896892,0.006456892,0.006456892,87
145,0.003856892,0.006756892,0.003856892,0.004796892,0.008988992,0.006456892,87
147,0.003956892,0.006556892,0.003956892,0.007896892,0.003856892,0.006456892,87
148,0.004056892,0.005695689,0.004056892,0.006778689,0.003956892,0.006456892,87
149,0.003956892,0.006566892,0.003956892,0.003490892,0.004056892,0.006456892,87
180,0.004956892,0.004586892,0.004956892,0.002256892,0.003956892,0.003956892,87
145,0.004906892,0.004895689,0.004906892,0.038456892,0.006756892,0.003856892,87
147,0.003906892,0.006489656,0.003906892,0.006456892,0.006556892,0.003956892,87
148,0.003956892,0.026456892,0.003956892,0.006456892,0.005695689,0.004056892,87
147,0.004056892,0.001586892,0.004056892,0.006456892,0.006566892,0.003956892,87
145,0.003956892,0.004566892,0.003956892,0.006456892,0.004586892,0.004956892,87
147,0.006456892,0.006456892,0.006456892,0.006456892,0.004895689,0.004906892,87
148,0.008988992,0.006456892,0.008988992,0.006456892,0.006489656,0.003906892,87
120,0.003856892,0.006456892,0.003856892,0.008988992,0.026456892,0.003956892,87
148,0.003956892,0.006456892,0.003956892,0.003856892,0.001586892,0.004056892,87
147,0.004056892,0.006456892,0.004056892,0.003956892,0.006456892,0.004056892,87
145,0.003956892,0.003956892,0.004056892,0.004056892,0.003956892,0.004056892,87
147,0.003409892,0.004056892,0.003956892,0.003956892,0.004056892,0.003956892,87
130,0.002729892,0.003956892,0.003409892,0.003409892,0.003956892,0.003409892,87
134,0.002256892,0.004956892,0.002729892,0.006456892,0.004956892,0.002729892,87
120,0.002156892,0.004906892,0.002256892,0.006456892,0.003956892,0.003409892,87
148,0.003956892,0.003906892,0.002156892,0.006456892,0.004956892,0.002729892,87
147,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
145,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
147,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
110,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
129,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
120,0.002056892,0.002729892,0.003956892,0.0028992,0.006429892,0.006222892,87
147,0.009056892,0.002256892,0.004956892,0.005676892,0.003956892,0.006289892,87
130,0.007086892,0.002156892,0.004906892,0.006378889,0.004056892,0.006409892,87
134,0.003929099,0.003956892,0.003906892,0.002090892,0.003956892,0.006429892,87
120,0.008988992,0.003956892,0.003956892,0.004896892,0.006456892,0.006456892,87
148,0.003856892,0.006756892,0.003856892,0.004796892,0.008988992,0.006456892,87
145,0.003956892,0.006556892,0.003956892,0.007896892,0.003856892,0.006456892,87
147,0.004056892,0.005695689,0.004056892,0.006778689,0.003956892,0.006456892,87
110,0.003956892,0.006566892,0.003956892,0.003490892,0.004056892,0.006456892,87
129,0.004956892,0.004586892,0.004956892,0.002256892,0.003956892,0.003956892,87
120,0.004906892,0.004895689,0.004906892,0.038456892,0.006756892,0.003856892,87
147,0.008988992,0.003956892,0.003956892,0.004896892,0.006456892,0.006456892,87
130,0.003856892,0.006756892,0.003856892,0.004796892,0.008988992,0.006456892,87
134,0.003956892,0.006556892,0.003956892,0.007896892,0.003856892,0.006456892,87
120,0.004056892,0.005695689,0.004056892,0.006778689,0.003956892,0.006456892,87
147,0.003956892,0.006566892,0.003956892,0.003490892,0.004056892,0.006456892,87
130,0.004956892,0.004586892,0.004956892,0.002256892,0.003956892,0.003956892,87
134,0.004906892,0.004895689,0.004906892,0.038456892,0.006756892,0.003856892,87
120,0.003906892,0.006489656,0.003906892,0.006456892,0.006556892,0.003956892,87
148,0.003956892,0.026456892,0.003956892,0.006456892,0.005695689,0.004056892,87
145,0.004056892,0.001586892,0.004056892,0.006456892,0.006566892,0.003956892,87
147,0.003956892,0.004566892,0.003956892,0.006456892,0.004586892,0.004956892,87
145,0.006456892,0.006456892,0.006456892,0.006456892,0.004895689,0.004906892,87
147,0.008988992,0.006456892,0.008988992,0.006456892,0.006489656,0.003906892,87
110,0.003856892,0.006456892,0.003856892,0.008988992,0.026456892,0.003956892,87
129,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
120,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
147,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
130,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
134,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
120,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
147,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
130,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
147,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
145,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
147,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
120,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
132,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
130,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
160,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
147,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
148,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
189,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
148,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
147,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
145,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
147,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
148,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
149,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
180,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
130,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
129,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
122,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
110,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
148,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
189,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
148,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
147,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
145,0.005676892,0.003956892,0.006289892,0.002256892,0.004956892,0.005676892,87
147,0.006378889,0.004056892,0.006409892,0.002156892,0.004906892,0.006378889,87
148,0.002090892,0.003956892,0.006429892,0.003956892,0.003906892,0.002090892,87
147,0.004896892,0.006456892,0.006456892,0.003956892,0.003956892,0.004896892,87
145,0.004796892,0.008988992,0.006456892,0.006756892,0.003856892,0.004796892,87
147,0.007896892,0.003856892,0.006456892,0.006556892,0.003956892,0.007896892,87
148,0.006778689,0.003956892,0.006456892,0.005695689,0.004056892,0.006778689,87
120,0.003490892,0.004056892,0.006456892,0.006566892,0.003956892,0.003490892,87
148,0.002256892,0.003956892,0.003956892,0.004586892,0.004956892,0.002256892,87
147,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
145,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
147,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
130,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
134,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
120,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
148,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
147,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
145,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
147,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
110,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
129,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
120,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
147,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
130,0.004796892,0.006456892,0.004796892,0.006456892,0.006456892,0.006456892,87
134,0.007896892,0.006456892,0.007896892,0.006456892,0.006456892,0.006456892,87
120,0.006778689,0.006456892,0.006778689,0.006456892,0.006456892,0.006456892,87
148,0.003490892,0.006456892,0.003490892,0.006456892,0.006456892,0.006456892,87
145,0.002256892,0.006456892,0.002256892,0.006456892,0.006456892,0.006456892,87
147,0.038456892,0.006456892,0.038456892,0.006456892,0.006456892,0.006456892,87
110,0.006456892,0.006456892,0.006456892,0.006456892,0.006456892,0.006456892,87
129,0.006456892,0.006456892,0.006456892,0.006456892,0.006456892,0.006456892,87
120,0.006456892,0.006456892,0.006456892,0.006456892,0.006456892,0.006456892,87
147,0.002156892,0.004906892,0.002256892,0.006456892,0.003956892,0.003409892,87
130,0.003956892,0.003906892,0.002156892,0.006456892,0.004956892,0.002729892,87
134,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
120,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
147,0.005676892,0.003956892,0.006289892,0.002256892,0.004956892,0.005676892,87
130,0.006378889,0.004056892,0.006409892,0.002156892,0.004906892,0.006378889,87
134,0.002090892,0.003956892,0.006429892,0.003956892,0.003906892,0.002090892,87
120,0.004896892,0.006456892,0.006456892,0.003956892,0.003956892,0.004896892,87
148,0.004796892,0.008988992,0.006456892,0.006756892,0.003856892,0.004796892,87
145,0.007896892,0.003856892,0.006456892,0.006556892,0.003956892,0.007896892,87
147,0.006778689,0.003956892,0.006456892,0.005695689,0.004056892,0.006778689,87
145,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
147,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
110,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
129,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
120,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
147,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
130,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
134,0.004796892,0.006456892,0.004796892,0.006456892,0.006456892,0.006456892,87
120,0.007896892,0.006456892,0.007896892,0.006456892,0.006456892,0.006456892,87
147,0.006778689,0.006456892,0.006778689,0.006456892,0.006456892,0.006456892,87
130,0.003490892,0.006456892,0.003490892,0.006456892,0.006456892,0.006456892,87
147,0.002256892,0.006456892,0.002256892,0.006456892,0.006456892,0.006456892,87
145,0.007896892,0.003856892,0.006456892,0.006556892,0.003956892,0.007896892,87
147,0.006778689,0.003956892,0.006456892,0.005695689,0.004056892,0.006778689,87
110,0.003490892,0.004056892,0.006456892,0.006566892,0.003956892,0.003490892,87
129,0.002256892,0.003956892,0.003956892,0.004586892,0.004956892,0.002256892,87
120,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
147,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
130,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
134,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
120,0.006456892,0.006456892,0.004566892,0.006456892,0.006456892,0.006456892,87
